Timestamp,Market,Side,Action,Price,Size,Total_Value,PnL,Start_Balance,Current_Balance,BTC_Price,Strike_Price,RSI,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_PctB,ATR,Stoch_K,VWAP,MACD,CCI,MFI,ROC,Pivot
2026-01-21 16:47:28,btc-updown-15m-1769039100,DOWN,BUY,0.3500,5.00,1.75,0.00,100.00,98.25,89528.8,,33.1342,90192.1281,89453.6579,89822.893,0.0082,0.1018,68.383,0.0,89736.9748,-98.8296,-80.7701,6.1324,-0.2459,89744.09
2026-01-21 16:47:28,btc-updown-15m-1769039100,DOWN,BUY,0.3200,7.50,2.40,0.00,100.00,95.85,89528.8,,33.1342,90192.1281,89453.6579,89822.893,0.0082,0.1018,68.383,0.0,89736.9748,-98.8296,-80.7701,6.1324,-0.2459,89744.09
2026-01-21 16:47:28,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,95.85,95.85,89528.8,0.0,33.1342,90192.1281,89453.6579,89822.893,0.0082,0.1018,68.383,0.0,89736.9748,-98.8296,-80.7701,6.1324,-0.2459,89744.09
2026-01-21 16:47:30,btc-updown-15m-1769039100,DOWN,BUY,0.3000,11.25,3.38,0.00,100.00,92.47,89528.8,0.0,33.1342,90192.1281,89453.6579,89822.893,0.0082,0.1018,68.383,0.0,89736.9748,-98.8296,-80.7701,6.1324,-0.2459,89744.09
2026-01-21 16:47:40,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,92.47,92.47,89527.19,0.0,33.0782,90192.3182,89453.3068,89822.8125,0.0082,0.1,68.498,0.0,89736.9748,-98.9581,-81.1204,6.1324,-0.2477,89744.09
2026-01-21 16:47:45,btc-updown-15m-1769039100,DOWN,SELL,0.3800,23.75,9.03,1.50,100.00,101.50,89527.19,0.0,33.0782,90192.3182,89453.3068,89822.8125,0.0082,0.1,68.498,0.0,89736.9748,-98.9581,-81.1204,6.1324,-0.2477,89744.09
2026-01-21 16:47:51,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,101.50,101.50,89501.57,0.0,32.211,90195.5031,89447.5599,89821.5315,0.0083,0.0722,70.328,0.0,89736.9748,-101.0018,-86.6401,6.1324,-0.2762,89744.09
2026-01-21 16:48:00,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,101.50,101.50,89478.87,0.0,30.774,90153.9616,89452.4264,89803.194,0.0078,0.0377,68.3037,0.0,89736.9748,-95.5758,-92.14,6.1833,-0.3015,89744.09
2026-01-21 16:48:12,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,101.50,101.50,89495.58,0.0,31.3251,90151.6095,89456.4495,89804.0295,0.0077,0.0563,67.1101,0.0,89736.9748,-94.2428,-88.3259,6.1833,-0.2829,89744.09
2026-01-21 16:48:22,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,101.50,101.50,89478.44,0.0,30.7601,90154.0238,89452.3212,89803.1725,0.0078,0.0372,68.3344,0.0,89736.9748,-95.6101,-92.2374,6.1833,-0.302,89744.09
2026-01-21 16:48:32,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,101.50,101.50,89478.44,0.0,30.7601,90154.0238,89452.3212,89803.1725,0.0078,0.0372,68.3344,0.0,89736.9748,-95.6101,-92.2374,6.1833,-0.302,89744.09
2026-01-21 16:48:43,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,101.50,101.50,89411.38,0.0,28.7325,90164.7375,89434.9015,89799.8195,0.0081,-0.0322,73.1244,0.0,89736.9748,-100.9596,-106.9717,6.1833,-0.3767,89744.09
2026-01-21 16:48:52,btc-updown-15m-1769039100,UP,BUY,0.3400,5.00,1.70,0.00,100.00,99.80,89385.41,,28.0173,90169.395,89427.647,89798.521,0.0083,-0.0569,74.9794,0.0,89736.9748,-103.0313,-112.4255,6.1833,-0.4057,89744.09
2026-01-21 16:48:52,btc-updown-15m-1769039100,UP,BUY,0.3200,7.50,2.40,0.00,100.00,97.40,89385.41,,28.0173,90169.395,89427.647,89798.521,0.0083,-0.0569,74.9794,0.0,89736.9748,-103.0313,-112.4255,6.1833,-0.4057,89744.09
2026-01-21 16:48:52,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,97.40,97.40,89385.41,0.0,28.0173,90169.395,89427.647,89798.521,0.0083,-0.0569,74.9794,0.0,89736.9748,-103.0313,-112.4255,6.1833,-0.4057,89744.09
2026-01-21 16:48:56,btc-updown-15m-1769039100,UP,BUY,0.3000,11.25,3.38,0.00,100.00,94.02,89385.41,0.0,28.0173,90169.395,89427.647,89798.521,0.0083,-0.0569,74.9794,0.0,89736.9748,-103.0313,-112.4255,6.1833,-0.4057,89744.09
2026-01-21 16:48:58,btc-updown-15m-1769039100,UP,BUY,0.2500,16.88,4.22,0.00,100.00,89.81,89383.26,,27.9597,90169.7926,89427.0344,89798.4135,0.0083,-0.0589,75.1329,0.0,89736.9748,-103.2028,-112.8705,6.1833,-0.4081,89744.09
2026-01-21 16:49:02,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,89.81,89.81,89382.34,0.0,27.9597,90169.7926,89427.0344,89798.4135,0.0083,-0.0589,75.1329,0.0,89736.9748,-103.2028,-112.8705,6.1833,-0.4081,89744.09
2026-01-21 16:49:08,btc-updown-15m-1769039100,UP,BUY,0.2200,25.31,5.57,0.00,100.00,84.24,89325.26,,25.6801,90132.0779,89424.5441,89778.311,0.0079,-0.1403,75.9215,0.0,89736.9748,-101.3696,-130.4346,6.1833,-0.4392,89744.09
2026-01-21 16:49:14,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,84.24,84.24,89319.98,0.0,25.5525,90133.2424,89422.8516,89778.047,0.0079,-0.1448,76.2987,0.0,89736.9748,-101.7908,-131.5382,6.1833,-0.4451,89744.09
2026-01-21 16:49:24,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,84.24,84.24,89301.8,0.0,25.1225,90137.3272,89416.9488,89777.138,0.008,-0.1598,77.5972,0.0,89736.9748,-103.2411,-135.28,6.1833,-0.4654,89744.09
2026-01-21 16:49:28,btc-updown-15m-1769039100,UP,BUY,0.2000,37.97,7.59,0.00,100.00,76.64,89301.8,0.0,25.1225,90137.3272,89416.9488,89777.138,0.008,-0.1598,77.5972,0.0,89736.9748,-103.2411,-135.28,6.1833,-0.4654,89744.09
2026-01-21 16:49:35,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89297.27,0.0,25.0176,90138.3628,89415.4602,89776.9115,0.0081,-0.1635,77.9208,0.0,89736.9748,-103.6025,-136.1985,6.1833,-0.4704,89744.09
2026-01-21 16:49:46,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89293.45,0.0,24.9298,90139.2414,89414.1996,89776.7205,0.0081,-0.1665,78.1937,0.0,89704.9782,-103.9072,-171.9387,5.7043,-0.4747,89744.09
2026-01-21 16:49:56,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89306.0,0.0,25.2206,90136.3734,89418.3226,89777.348,0.008,-0.1564,77.2972,0.0,89705.6229,-102.906,-170.0319,5.7042,-0.4607,89744.09
2026-01-21 16:50:06,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89318.36,89465.24,25.4035,90100.5314,89381.0556,89740.7935,0.008,-0.0871,71.2619,0.0,89709.3359,-120.7142,-151.8453,5.7094,-0.4469,89744.09
2026-01-21 16:50:16,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89298.45,89465.24,24.9037,90104.5335,89375.0625,89739.798,0.0081,-0.105,72.6841,0.0,89688.908,-122.3024,-155.3455,5.4046,-0.4691,89744.09
2026-01-21 16:50:27,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89339.99,89465.24,25.9697,90096.3573,89387.3927,89741.875,0.0079,-0.0669,69.7169,0.0,89690.3775,-118.9887,-148.3006,5.4045,-0.4228,89744.09
2026-01-21 16:50:38,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89282.58,89465.24,24.5193,90107.829,89370.18,89739.0045,0.0082,-0.1188,73.8176,0.0,89688.3465,-123.5684,-157.9334,5.4047,-0.4868,89744.09
2026-01-21 16:50:49,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89304.0,89465.24,25.0411,90103.4029,89376.7481,89740.0755,0.0081,-0.1001,72.2876,0.0,89689.1043,-121.8597,-154.427,5.4046,-0.4629,89744.09
2026-01-21 16:50:59,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89319.98,89465.24,25.4451,90100.2124,89381.5366,89740.8745,0.008,-0.0857,71.1462,0.0,89689.6696,-120.5849,-151.7435,5.4046,-0.4451,89744.09
2026-01-21 16:51:10,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89343.94,89465.24,26.0406,90049.1938,89358.8722,89704.033,0.0077,-0.0216,64.5619,0.0,89691.1187,-133.1451,-138.2041,5.4045,-0.3689,89744.09
2026-01-21 16:51:20,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89357.98,89465.24,26.4538,90046.8559,89362.6141,89704.735,0.0076,-0.0068,82.4054,0.0,89678.9315,-132.0251,-108.2653,10.1586,-0.3533,89744.09
2026-01-21 16:51:31,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89289.96,89465.24,24.5651,90058.9695,89343.6985,89701.334,0.008,-0.0751,87.264,0.0,89676.6684,-137.4512,-122.8538,10.1563,-0.4291,89744.09
2026-01-21 16:51:42,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,76.64,76.64,89319.96,89465.24,25.3638,90053.3862,89352.2818,89702.834,0.0078,-0.0461,85.1212,0.0,89677.6665,-135.058,-116.5558,10.1574,-0.3957,89744.09
2026-01-21 16:51:46,btc-updown-15m-1769039100,UP,SELL,0.2900,103.91,30.13,5.28,100.00,106.78,89319.96,89465.24,25.3638,90053.3862,89352.2818,89702.834,0.0078,-0.0461,85.1212,0.0,89677.6665,-135.058,-116.5558,10.1574,-0.3957,89744.09
2026-01-21 16:51:46,btc-updown-15m-1769039100,UP,BUY,0.3000,5.00,1.50,0.00,100.00,105.28,89319.96,89465.24,25.3638,90053.3862,89352.2818,89702.834,0.0078,-0.0461,85.1212,0.0,89677.6665,-135.058,-116.5558,10.1574,-0.3957,89744.09
2026-01-21 16:51:48,btc-updown-15m-1769039100,UP,BUY,0.2700,7.50,2.03,0.00,100.00,103.25,89358.0,,26.4544,90046.8526,89362.6194,89704.736,0.0076,-0.0068,82.404,0.0,89678.9321,-132.0235,-108.2609,10.1586,-0.3532,89744.09
2026-01-21 16:51:48,btc-updown-15m-1769039100,UP,BUY,0.2500,11.25,2.81,0.00,100.00,100.44,89358.0,,26.4544,90046.8526,89362.6194,89704.736,0.0076,-0.0068,82.404,0.0,89678.9321,-132.0235,-108.2609,10.1586,-0.3532,89744.09
2026-01-21 16:51:52,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,100.44,100.44,89351.98,89465.24,26.4544,90046.8526,89362.6194,89704.736,0.0076,-0.0068,82.404,0.0,89678.9321,-132.0235,-108.2609,10.1586,-0.3532,89744.09
2026-01-21 16:51:58,btc-updown-15m-1769039100,UP,SELL,0.3200,23.75,7.60,1.26,100.00,108.04,89374.0,,27.6148,90044.2971,89366.7749,89705.536,0.0076,0.0107,82.194,2.8426,89679.4645,-130.7471,-104.67,10.1592,-0.3354,89744.09
2026-01-21 16:51:58,btc-updown-15m-1769039100,UP,BUY,0.3400,5.00,1.70,0.00,100.00,106.34,89374.0,,27.6148,90044.2971,89366.7749,89705.536,0.0076,0.0107,82.194,2.8426,89679.4645,-130.7471,-104.67,10.1592,-0.3354,89744.09
2026-01-21 16:52:01,btc-updown-15m-1769039100,UP,BUY,0.3200,7.50,2.40,0.00,100.00,103.94,89374.0,,27.6148,90044.2971,89366.7749,89705.536,0.0076,0.0107,82.194,2.8426,89679.4645,-130.7471,-104.67,10.1592,-0.3354,89744.09
2026-01-21 16:52:02,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,103.94,103.94,89382.29,89465.24,27.6148,90044.2971,89366.7749,89705.536,0.0076,0.0107,82.194,2.8426,89679.4645,-130.7471,-104.67,10.1592,-0.3354,89744.09
2026-01-21 16:52:12,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,103.94,103.94,89351.65,89465.24,34.5817,90024.0119,89357.8541,89690.933,0.0074,-0.0093,95.833,0.0,89687.4205,-126.1156,-107.4589,10.1676,-0.2557,89744.09
2026-01-21 16:52:12,btc-updown-15m-1769039100,UP,BUY,0.3000,11.25,3.38,0.00,100.00,100.56,89351.65,89465.24,34.5817,90024.0119,89357.8541,89690.933,0.0074,-0.0093,95.833,0.0,89687.4205,-126.1156,-107.4589,10.1676,-0.2557,89744.09
2026-01-21 16:52:17,btc-updown-15m-1769039100,UP,BUY,0.2700,16.88,4.56,0.00,100.00,96.01,89351.65,89465.24,34.5817,90024.0119,89357.8541,89690.933,0.0074,-0.0093,95.833,0.0,89687.4205,-126.1156,-107.4589,10.1676,-0.2557,89744.09
2026-01-21 16:52:20,btc-updown-15m-1769039100,UP,BUY,0.2500,25.31,6.33,0.00,100.00,89.68,89324.5,,33.8934,90028.6441,89350.5069,89689.5755,0.0076,-0.0384,97.7723,0.0,89687.4205,-128.2814,-113.6043,10.1676,-0.286,89744.09
2026-01-21 16:52:22,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,89.68,89.68,89315.42,89465.24,33.8934,90028.6441,89350.5069,89689.5755,0.0076,-0.0384,97.7723,0.0,89687.4205,-128.2814,-113.6043,10.1676,-0.286,89744.09
2026-01-21 16:52:24,btc-updown-15m-1769039100,UP,BUY,0.2300,37.97,8.73,0.00,100.00,80.95,89315.42,89465.24,33.8934,90028.6441,89350.5069,89689.5755,0.0076,-0.0384,97.7723,0.0,89687.4205,-128.2814,-113.6043,10.1676,-0.286,89744.09
2026-01-21 16:52:30,btc-updown-15m-1769039100,UP,BUY,0.2100,56.95,11.96,0.00,100.00,68.99,89324.51,,33.8937,90028.6424,89350.5096,89689.576,0.0076,-0.0383,97.7716,0.0,89687.4205,-128.2806,-113.602,10.1676,-0.286,89744.09
2026-01-21 16:52:33,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89330.0,89465.24,33.8937,90028.6424,89350.5096,89689.576,0.0076,-0.0383,97.7716,0.0,89687.4205,-128.2806,-113.602,10.1676,-0.286,89744.09
2026-01-21 16:52:45,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89351.74,89465.24,34.5841,90023.9971,89357.8779,89690.9375,0.0074,-0.0092,95.8266,0.0,89687.4205,-126.1085,-107.4382,10.1676,-0.2556,89744.09
2026-01-21 16:52:56,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89347.77,89465.24,34.4817,90024.6534,89356.8246,89690.739,0.0074,-0.0136,96.1102,0.0,89687.4205,-126.4251,-108.3484,10.1676,-0.26,89744.09
2026-01-21 16:53:06,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89347.77,89465.24,33.9422,89998.0463,89356.4607,89677.2535,0.0072,-0.0135,90.6585,0.0,89687.4205,-120.2107,-107.0297,10.1676,-0.26,89744.09
2026-01-21 16:53:17,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89341.99,89465.24,33.7878,89999.0151,89354.9139,89676.9645,0.0072,-0.0201,91.0714,0.0,89687.4205,-120.6718,-108.4097,10.1676,-0.2665,89744.09
2026-01-21 16:53:28,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89333.59,89465.24,33.5659,90000.451,89352.638,89676.5445,0.0072,-0.0294,91.6714,0.0,89687.4205,-121.3419,-110.3993,10.1676,-0.2758,89744.09
2026-01-21 16:53:38,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89315.43,89465.24,33.096,90003.6666,89347.6064,89675.6365,0.0073,-0.049,92.9685,0.0,89687.4205,-122.7905,-114.6352,10.1676,-0.2961,89744.09
2026-01-21 16:53:49,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89319.42,89465.24,33.1981,90002.9472,89348.7248,89675.836,0.0073,-0.0448,92.6835,0.0,89687.4205,-122.4722,-113.7122,10.1676,-0.2916,89744.09
2026-01-21 16:53:59,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89341.97,89465.24,33.7873,89999.0184,89354.9086,89676.9635,0.0072,-0.0201,91.0728,0.0,89687.4205,-120.6734,-108.4145,10.1676,-0.2665,89744.09
2026-01-21 16:54:10,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89362.68,89465.24,33.8018,89966.6261,89362.7379,89664.682,0.0067,-0.0001,84.5313,0.3787,89686.0204,-113.0343,-102.8589,42.5112,-0.5096,89744.09
2026-01-21 16:54:21,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89347.21,89465.24,33.3642,89969.1711,89358.6459,89663.9085,0.0068,-0.0187,88.502,7.8162,89669.2498,-114.2684,-143.114,35.1795,-0.5268,89744.09
2026-01-21 16:54:31,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89341.27,89465.24,33.1991,89970.1802,89357.0428,89663.6115,0.0068,-0.0257,88.502,6.659,89669.0612,-114.7423,-144.3228,35.1797,-0.5334,89744.09
2026-01-21 16:54:42,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89334.36,89465.24,33.0092,89971.376,89355.156,89663.266,0.0069,-0.0337,88.502,5.3128,89668.8418,-115.2935,-145.7158,35.1801,-0.5411,89744.09
2026-01-21 16:54:53,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89351.49,89465.24,33.4841,89968.4549,89359.7901,89664.1225,0.0068,-0.0136,88.502,8.6501,89669.3856,-113.927,-142.2364,35.1793,-0.522,89744.09
2026-01-21 16:55:03,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,68.99,68.99,89351.16,89465.24,34.7865,89959.0249,89310.7831,89634.904,0.0072,0.0623,85.3283,8.5858,89667.9761,-127.7801,-121.8509,35.1813,-0.4751,89744.09
2026-01-21 16:55:07,btc-updown-15m-1769039100,UP,SELL,0.3000,160.86,48.26,9.21,100.00,117.24,89351.16,89465.24,34.7865,89959.0249,89310.7831,89634.904,0.0072,0.0623,85.3283,8.5858,89667.9761,-127.7801,-121.8509,35.1813,-0.4751,89744.09
2026-01-21 16:55:14,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89419.53,89465.24,38.3275,89951.086,89325.559,89638.3225,0.007,0.1502,90.2118,21.9057,89667.9761,-122.3261,-106.8709,35.1813,-0.3989,89744.09
2026-01-21 16:55:25,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89419.53,89465.24,38.3275,89951.086,89325.559,89638.3225,0.007,0.1502,90.2118,21.9057,89667.9761,-122.3261,-106.8709,35.1813,-0.3989,89744.09
2026-01-21 16:55:35,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89371.51,89465.24,35.8823,89956.3992,89315.4438,89635.9215,0.0072,0.0875,86.7818,12.5504,89667.9761,-126.1567,-117.5124,35.1813,-0.4524,89744.09
2026-01-21 16:55:46,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89384.51,89465.24,36.5632,89954.8362,89318.3068,89636.5715,0.0071,0.104,87.7104,15.0831,89667.9761,-125.1197,-114.6873,35.1813,-0.4379,89744.09
2026-01-21 16:55:56,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89374.45,89465.24,36.0375,89956.0378,89316.0992,89636.0685,0.0071,0.0912,86.9918,13.1232,89667.9761,-125.9222,-116.8771,35.1813,-0.4491,89744.09
2026-01-21 16:56:07,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89376.0,89465.24,36.3964,89960.782,89267.269,89614.0255,0.0077,0.1568,81.2325,13.4252,89667.9094,-135.1352,-99.244,35.4343,-0.4474,89744.09
2026-01-21 16:56:18,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89413.86,89465.24,38.4518,89957.5797,89274.2573,89615.9185,0.0076,0.2043,83.9368,20.8011,89667.9094,-132.1151,-91.1016,35.4343,-0.4052,89744.09
2026-01-21 16:56:29,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89392.6,89465.24,37.3143,89959.2848,89270.4262,89614.8555,0.0077,0.1774,82.4182,16.6592,89667.9094,-133.811,-95.7067,35.4343,-0.4289,89744.09
2026-01-21 16:56:39,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89392.73,89465.24,37.3214,89959.2736,89270.4504,89614.862,0.0077,0.1775,82.4275,16.6845,89667.9094,-133.8007,-95.6787,35.4343,-0.4288,89744.09
2026-01-21 16:56:50,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89397.98,89465.24,37.6061,89958.8305,89271.4185,89615.1245,0.0077,0.1841,82.8025,17.7073,89667.9094,-133.3818,-94.5492,35.4343,-0.4229,89744.09
2026-01-21 16:57:01,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89388.71,89465.24,37.4442,89957.2683,89227.8127,89592.5405,0.0081,0.2206,76.6896,15.9013,89667.9094,-139.8338,-83.4424,36.2369,-0.4333,89744.09
2026-01-21 16:57:11,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89379.96,89465.24,36.9286,89957.8798,89226.3262,89592.103,0.0082,0.21,92.9225,14.1967,89658.4517,-140.5318,-51.4903,45.8108,-0.443,89744.09
2026-01-21 16:57:22,btc-updown-15m-1769039100,N/A,STATUS,0.0000,0.00,0.00,0.00,117.24,117.24,89356.28,89465.24,35.4896,89959.7278,89222.1102,89590.919,0.0082,0.1819,92.9225,9.5833,89657.7383,-142.4208,-56.8625,45.8094,-0.4694,89744.09
