Timestamp,Market,Side,Action,Price,Size,Total_Value,PnL,Start_Balance,Current_Balance,BTC_Price,Strike_Price,UP_Bid,UP_Ask,DOWN_Bid,DOWN_Ask,RSI,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_PctB,ATR,Stoch_K,VWAP,MACD,CCI,MFI,ROC,Pivot
2026-01-24 20:51:52,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88732.62,88785.87,0.17,0.18,0.82,0.83,8.7127,88977.3094,88815.9446,88896.627,0.0018,-0.5164,9.5107,-193.7879,89132.755,-47.6882,-232.6878,48.1876,-0.2024,88888.87
2026-01-24 20:52:02,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88732.62,88785.87,0.18,0.19,0.81,0.82,8.7127,88977.3094,88815.9446,88896.627,0.0018,-0.5164,9.5107,-193.7879,89132.755,-47.6882,-232.6878,48.1876,-0.2024,88888.87
2026-01-24 20:52:12,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88728.76,88785.87,0.17,0.18,0.82,0.83,8.2256,88977.1102,88811.8858,88894.498,0.0019,-0.5031,8.8313,-199.1047,89132.807,-47.2179,-220.4352,48.1755,-0.2068,88873.31
2026-01-24 20:52:22,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88728.76,88785.87,0.18,0.19,0.81,0.82,8.2256,88977.1102,88811.8858,88894.498,0.0019,-0.5031,8.8313,-199.1047,89132.807,-47.2179,-220.4352,48.1755,-0.2068,88873.31
2026-01-24 20:52:32,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88732.62,88785.87,0.22,0.23,0.77,0.78,8.3553,88975.6748,88813.7072,88894.691,0.0018,-0.5006,8.8313,-193.7879,89132.807,-46.9099,-218.9925,48.1755,-0.2024,88873.31
2026-01-24 20:52:42,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88732.62,88785.87,0.19,0.2,0.8,0.81,8.3553,88975.6748,88813.7072,88894.691,0.0018,-0.5006,8.8313,-193.7879,89132.807,-46.9099,-218.9925,48.1755,-0.2024,88873.31
2026-01-24 20:52:53,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88732.62,88785.87,0.18,0.19,0.81,0.82,8.3553,88975.6748,88813.7072,88894.691,0.0018,-0.5006,8.8313,-193.7879,89132.807,-46.9099,-218.9925,48.1755,-0.2024,88873.31
2026-01-24 20:53:03,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88754.36,88785.87,0.26,0.27,0.73,0.74,8.8067,88965.9825,88821.7015,88893.842,0.0016,-0.4667,8.2004,-163.843,89132.807,-44.1614,-197.9904,48.1755,-0.178,88873.31
2026-01-24 20:53:13,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88747.93,88785.87,0.24,0.25,0.75,0.76,8.8067,88965.9825,88821.7015,88893.842,0.0016,-0.4667,8.2004,-163.843,89132.807,-44.1614,-197.9904,48.1755,-0.178,88873.31
2026-01-24 20:53:24,btc-updown-15m-1769312700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.00,100.00,88747.93,88785.87,0.22,0.23,0.77,0.78,8.5518,88968.2878,88818.7532,88893.5205,0.0017,-0.4736,8.2004,-172.6997,89132.807,-44.6744,-201.1041,48.1755,-0.1852,88873.31
