Timestamp,Market,Side,Action,Price,Size,Total_Value,PnL,Start_Balance,Current_Balance,BTC_Price,Strike_Price,UP_Bid,UP_Ask,DOWN_Bid,DOWN_Ask,RSI,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_PctB,ATR,Stoch_K,VWAP,MACD,CCI,MFI,ROC,Pivot
1/25/2026 15:17,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86325.75,86411.99,0,0,0,0,39.0843,86640.0021,86283.2379,86461.62,0.0041,0.1192,63.7948,-15.161,86545.5448,-49.9325,-43.9595,93.8611,-0.0579,86437.84
1/25/2026 15:18,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86325.75,86411.99,0.31,0.32,0.68,0.69,39.0838,86640.0032,86283.2358,86461.6195,0.0041,0.1191,63.7948,-15.1665,86545.5448,-49.9333,-43.9621,93.8611,-0.058,86437.84
1/25/2026 15:18,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86349.78,86411.99,0.36,0.37,0.63,0.64,41.1971,86616.1755,86297.7385,86456.957,0.0037,0.1634,59.2367,-2.131,86545.5626,-41.9752,-8.3216,94.0176,-0.0046,86476.46
1/25/2026 15:18,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86349.88,86411.99,0.38,0.39,0.61,0.62,41.2024,86616.1654,86297.7596,86456.9625,0.0037,0.1637,59.2367,-2.0714,86545.5626,-41.9664,-8.2885,94.0176,-0.0044,86476.46
1/25/2026 15:18,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86367.97,86411.99,0.41,0.42,0.58,0.59,41.6891,86615.2977,86299.6383,86457.468,0.0037,0.1912,63.626,3.4107,86545.556,-41.1599,-41.7792,93.9919,0.0073,86476.46
1/25/2026 15:18,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86340,86411.99,0.34,0.35,0.65,0.66,41.5594,86615.5155,86299.1535,86457.3345,0.0037,0.1839,63.626,1.9629,86543.7676,-41.3729,-41.4938,87.443,0.0042,86476.46
1/25/2026 15:18,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86353.2,86411.99,0.37,0.38,0.62,0.63,41.3605,86615.8685,86298.3875,86457.128,0.0037,0.1726,63.626,-0.2765,86543.7483,-41.7024,-42.6959,87.4431,-0.0006,86476.46
1/25/2026 15:19,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86335.83,86411.99,0.32,0.33,0.67,0.68,40.1511,86586.0652,86308.1968,86447.131,0.0032,0.0994,59.0813,-9.6953,86544.2066,-41.6408,-46.6231,87.4133,-0.0395,86447.34
1/25/2026 15:19,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86335.83,86411.99,0.31,0.32,0.68,0.69,40.1511,86586.0652,86308.1968,86447.131,0.0032,0.0994,59.0813,-9.6953,86544.2066,-41.6408,-46.6231,87.4133,-0.0395,86447.34
1/25/2026 15:19,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86336,86411.99,0.29,0.31,0.69,0.71,40.0622,86586.2844,86307.7946,86447.0395,0.0032,0.0941,59.0813,-10.6876,86544.2066,-41.7868,-47.256,87.4133,-0.0416,86447.34
1/25/2026 15:19,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86317.36,86411.99,0.28,0.29,0.71,0.72,39.3625,86588.1919,86304.4171,86446.3045,0.0033,0.0524,59.0813,-18.6585,86544.2066,-42.9595,-52.313,87.4133,-0.0586,86447.34
1/25/2026 15:19,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86317.96,86411.99,0.28,0.29,0.71,0.72,39.3564,86588.2099,86304.3861,86446.298,0.0033,0.0521,59.0813,-18.729,86544.2066,-42.9698,-52.3575,87.4133,-0.0588,86447.34
1/25/2026 15:19,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86317.19,86411.99,0.28,0.29,0.71,0.72,39.264,86588.4866,86303.9114,86446.199,0.0033,0.0467,59.0813,-19.8026,86544.2066,-43.1278,-53.0348,87.4133,-0.0611,86447.34
1/25/2026 15:20,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86317.93,86411.99,0.24,0.25,0.75,0.76,38.8383,86559.6431,86317.1879,86438.4155,0.0028,0.0031,54.8612,-19.4014,86544.2066,-41.5621,-53.5462,87.7719,-0.2132,86447.78
1/25/2026 15:20,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86303.2,86411.99,0.23,0.24,0.76,0.77,38.1292,86562.1249,86313.2331,86437.679,0.0029,-0.0403,54.8612,-27.3886,86544.2066,-42.7372,-59.521,87.7719,-0.2303,86447.78
1/25/2026 15:20,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86260,86411.99,0.15,0.16,0.84,0.85,36.1913,86570.8192,86300.2188,86435.519,0.0031,-0.1486,56.4412,-50.8134,86544.1674,-46.1833,-93.1029,87.6724,-0.2802,86447.78
1/25/2026 15:20,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86281.99,86411.99,0.18,0.19,0.81,0.82,37.1525,86566.1474,86307.0896,86436.6185,0.003,-0.0969,56.4412,-38.8895,86544.1691,-44.4291,-84.9935,87.6724,-0.2548,86447.78
1/25/2026 15:20,btc-updown-15m-1769379300,N/A,STATUS,0,0,0,0,100,100,86287.99,86411.99,0.19,0.2,0.8,0.81,37.1525,86566.1474,86307.0896,86436.6185,0.003,-0.0969,56.4412,-38.8895,86544.1691,-44.4291,-84.9935,87.6724,-0.2548,86447.78
