Timestamp,Market,Side,Action,Price,Size,Total_Value,PnL,Start_Balance,Current_Balance,BTC_Price,Strike_Price,UP_Bid,UP_Ask,DOWN_Bid,DOWN_Ask,RSI,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_PctB,ATR,Stoch_K,VWAP,MACD,CCI,MFI,ROC,Pivot
2026-01-26 12:49:54,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88082.12,88151.79,0.27,0.28,0.72,0.73,34.6238,88395.2798,88021.1802,88208.23,0.0042,0.1629,38.8661,0.0,88279.3513,-4.1948,-60.88,71.9084,-0.1825,87359.2033
2026-01-26 12:50:04,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88077.81,88151.79,0.27,0.28,0.72,0.73,33.8329,88395.336,88024.698,88210.017,0.0042,0.1433,36.8912,0.0,88291.7897,-9.6886,-72.4971,83.2613,-0.3013,87359.2033
2026-01-26 12:50:14,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88084.0,88151.79,0.27,0.28,0.72,0.73,33.8447,88395.319,88024.732,88210.0255,0.0042,0.1437,36.8791,0.0,88291.7897,-9.6751,-72.424,83.2613,-0.3012,87359.2033
2026-01-26 12:50:24,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88069.39,88151.79,0.26,0.27,0.73,0.74,33.9979,88395.1022,88025.1678,88210.135,0.0042,0.1487,36.7226,0.0,88291.7897,-9.5004,-71.4808,83.2613,-0.2987,87359.2033
2026-01-26 12:50:34,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88065.93,88151.79,0.25,0.26,0.74,0.75,33.4449,88395.9162,88023.5538,88209.735,0.0042,0.1306,37.2941,0.0,88291.7897,-10.1386,-74.9192,83.2613,-0.3077,87359.2033
2026-01-26 12:50:45,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88065.13,88151.79,0.22,0.23,0.77,0.78,32.973,88396.6826,88022.0834,88209.383,0.0042,0.1149,37.7969,0.0,88291.7897,-10.7002,-77.9296,83.2613,-0.3157,87359.2033
2026-01-26 12:50:55,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88055.9,88151.79,0.2,0.21,0.79,0.8,32.3741,88397.7568,88020.0862,88208.9215,0.0043,0.0948,38.4562,0.0,88291.7897,-11.4364,-81.8546,83.2613,-0.3261,87359.2033
2026-01-26 12:51:06,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88069.72,88151.79,0.23,0.24,0.76,0.77,32.7326,88395.7414,88027.4886,88211.615,0.0042,0.1147,35.331,0.0,88291.7897,-14.3432,-80.5244,83.2613,-0.3105,87359.2033
2026-01-26 12:51:16,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88067.78,88151.79,0.23,0.24,0.76,0.77,32.5977,88395.9598,88027.0772,88211.5185,0.0042,0.1104,35.4689,0.0,88291.7897,-14.4971,-81.3799,83.2613,-0.3127,87359.2033
2026-01-26 12:51:27,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88059.78,88151.79,0.21,0.22,0.78,0.79,31.8063,88397.3528,88024.5182,88210.9355,0.0042,0.0848,36.3017,0.0,88291.7897,-15.4273,-86.5235,83.2613,-0.3259,87359.2033
2026-01-26 12:51:37,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88050.76,88151.79,0.17,0.18,0.82,0.83,31.9207,88397.1395,88024.9035,88211.0215,0.0042,0.0885,36.1789,0.0,88291.7897,-15.2901,-85.7674,83.2613,-0.3239,87359.2033
2026-01-26 12:51:47,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88036.1,88151.79,0.15,0.16,0.84,0.85,30.5329,88400.032,88019.836,88209.934,0.0043,0.0428,37.7324,0.0,88291.7897,-17.0251,-95.2614,83.2613,-0.3486,87359.2033
2026-01-26 12:51:57,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88044.0,88151.79,0.17,0.18,0.82,0.83,30.7326,88399.5733,88020.6197,88210.0965,0.0043,0.0494,37.5003,0.0,88291.7897,-16.7659,-93.852,83.2613,-0.3449,87359.2033
2026-01-26 12:52:07,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88039.43,88151.79,0.16,0.17,0.83,0.84,30.8003,88397.6432,88027.6358,88212.6395,0.0042,0.0609,34.7625,0.0,88291.7897,-18.9515,-93.6732,83.2613,-0.2964,87359.2033
2026-01-26 12:52:18,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88035.9,88151.79,0.16,0.17,0.83,0.84,29.8884,88399.6257,88024.2483,88211.937,0.0043,0.0316,35.7661,0.0,88291.7897,-20.0723,-99.9713,83.2613,-0.3124,87359.2033
2026-01-26 12:52:28,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88021.99,88151.79,0.13,0.14,0.86,0.87,29.0249,88401.7888,88020.6732,88211.231,0.0043,0.0035,36.7747,0.0,88286.0666,-21.1987,-122.3091,81.2073,-0.3283,87359.2033
2026-01-26 12:52:38,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88017.45,88151.79,0.11,0.12,0.88,0.89,28.9461,88402.0011,88020.3279,88211.1645,0.0043,0.0009,36.8697,0.0,88286.0457,-21.3048,-122.8807,81.2073,-0.3299,87359.2033
2026-01-26 12:52:48,btc-updown-15m-1769456700,N/A,STATUS,0.0000,0.00,0.00,0.00,100.74,100.74,88013.99,88151.79,0.11,0.12,0.88,0.89,28.5574,88403.0874,88018.5746,88210.831,0.0044,-0.0119,37.3461,0.0,88285.9409,-21.8369,-125.7392,81.2074,-0.3374,87359.2033
